	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
232	A8BBN0	Nop domain-containing protein (A8BBN0_GIAIC)	GL50803_5359		69.00883694655084	88.25	2.12	27.52735046480526					Single Protein		A8BBN0	1	16	16	1	16	1	2	17	100.0	Doubtful
233	A8BSP4	Glyceraldehyde-3-phosphate dehydrogenase (A8BSP4_GIAIC)	GL50803_6687		36.31213867354564	68.75	15.48	68.63540666983637	Oxidation of M(M79, M175)	Oxidation of M(2)			Single Protein		A8BSP4	5	9	9	5	9	5	8	12	100.0	Confident
234	A8BBP6	UBA_e1_C domain-containing protein (A8BBP6_GIAIC)	GL50803_10661		121.3449284220878	64.19	2.2	14.750232373186734	Oxidation of M(M567)	Oxidation of M(1)			Single Protein		A8BBP6	2	8	8	2	8	2	2	8	100.0	Confident
235	A8BBP3	Ribosomal protein S15 (A8BBP3_GIAIC)	GL50803_15260		16.681235011105528	100.0	5.52	58.18712356870905					Single Protein		A8BBP3	1	4	4	1	4	1	1	4	100.0	Doubtful
236	D3KG82	Actin (D3KG82_GIAIC)	GL50803_17591		42.24413838189728	39.37	3.41	36.6831865976644					Single Protein		D3KG82	1	2	2	1	2	1	1	2	100.0	Doubtful
237	A0A644F6T1	ANK_REP_REGION domain-containing protein (A0A644F6T1_GIAIC)	GL50803_0017552		44.44808786998806	67.9	4.94	16.91938419277302					Unrelated Proteins	A8BPT3	A0A644F6T1, A8BPT3	2	5	0	0	5	2	4	10	100.0	Confident
238	A8BSS7	ANK_REP_REGION domain-containing protein (A8BSS7_GIAIC)	GL50803_21505		95.18177514866848	91.5	6.43	16.351514137389042	Oxidation of M(M187, M525)	Oxidation of M(2)			Single Protein		A8BSS7	4	12	8	2	12	4	4	13	100.0	Confident
239	D3KGF8	Uncharacterized protein (D3KGF8_GIAIC)	GL50803_29119		34.39134131892263	70.86	8.61	47.93825521285689					Single Protein		D3KGF8	2	5	5	2	5	2	2	5	100.0	Confident
240	A8BST9	PlsC domain-containing protein (A8BST9_GIAIC)	GL50803_15987		38.625200731540005	81.95	3.55	28.123776391542705					Single Protein		A8BST9	1	4	4	1	4	1	2	4	99.14089347079039	Doubtful
241	A8BBT5	Axoneme-associated protein GASP-180 (A8BBT5_GIAIC)	GL50803_16745		115.8968255063574	83.93	30.99	37.720996672041245	Oxidation of M(M536, M731, M843)	Oxidation of M(3)			Single Protein		A8BBT5	30	50	50	30	50	30	38	63	100.0	Confident
242	A8BBU3	Lactamase_B domain-containing protein (A8BBU3_GIAIC)	GL50803_8913		24.34536943443176	66.82	5.53	48.76955443620122					Single Protein		A8BBU3	1	2	2	1	2	1	1	2	82.6923076923077	Doubtful
243	A8BC70	Sec24-like (A8BC70_GIAIC)	GL50803_17164		105.81138599064325	48.3	2.57	20.24911900191075					Single Protein		A8BC70	2	5	5	2	5	2	2	7	100.0	Doubtful
244	A8B252	40S ribosomal protein S8 (A8B252_GIAIC)	GL50803_5845		19.401496365979487	85.06	8.62	96.97853928118174					Single Protein		A8B252	1	6	6	1	6	1	2	7	100.0	Doubtful
245	A8BBW8	ANK_REP_REGION domain-containing protein (A8BBW8_GIAIC)	GL50803_33660		103.90305830858402	84.8	3.64	17.902866915912604					Single Protein		A8BBW8	3	19	19	3	19	3	3	19	100.0	Confident
246	A8BC83	ATP_bind_3 domain-containing protein (A8BC83_GIAIC)	GL50803_7368		33.89745931536708	100.0	11.63	51.38896018388201					Single Protein		A8BC83	3	4	4	3	4	3	3	4	99.10873440285205	Confident
247	A8BT95	Uncharacterized protein (A8BT95_GIAIC)	GL50803_6367		31.450881031707155	92.0	3.64	30.680483336228406					Single Protein		A8BT95	1	12	12	1	12	1	1	13	100.0	Doubtful
248	A8B1U4	IFT complex B (A8B1U4_GIAIC)	GL50803_14713		41.40219607313334	65.37	3.88	27.393288693061077	Oxidation of M(M8)	Oxidation of M(1)			Single Protein		A8B1U4	1	3	3	1	3	1	1	3	100.0	Doubtful
249	A8BC91	Ankyrin repeat protein 1 (A8BC91_GIAIC)	GL50803_7375		86.789166021798	53.15	2.52	20.611888234844	Oxidation of M(M714)	Oxidation of M(1)			Single Protein		A8BC91	2	4	4	2	4	2	2	4	100.0	Confident
250	A8B1V5	Aspartate aminotransferase (A8B1V5_GIAIC)	GL50803_91056		47.589133059200854	59.02	8.43	45.116596787369446					Single Protein		A8B1V5	5	10	10	5	10	5	5	10	100.0	Confident
251	A8BSY2	TPX2 domain-containing protein (A8BSY2_GIAIC)	GL50803_7778		31.544171615193264	89.51	3.75	31.599748754542365					Single Protein		A8BSY2	1	9	9	1	9	1	1	9	100.0	Doubtful
252	A8BBZ5	Proteasome endopeptidase complex (A8BBZ5_GIAIC)	GL50803_11434		27.433433114029224	74.8	4.8	39.060800543809314					Single Protein		A8BBZ5	1	2	2	1	2	1	1	3	100.0	Doubtful
253	A8B299	MFS domain-containing protein (A8B299_GIAIC)	GL50803_11540		56.30149070389568	33.01	4.1	27.216557798267136					Single Protein		A8B299	1	3	3	1	3	1	1	3	100.0	Doubtful
254	A0A644F722	Fe-ADH domain-containing protein (A0A644F722_GIAIC)	GL50803_0013350		44.65665279190711	71.18	6.9	11.401530969544341					Related Proteins	E2RTV7	A0A644F722, E2RTV7	2	2	2	2	2	2	1	3	100.0	Doubtful
255	A8BRZ3	Ribosomal protein L3 (A8BRZ3_GIAIC)	GL50803_16525		42.61500303772079	93.67	37.73	88.99133892627438	Oxidation of M(M134, M178, M270, M284, M323)	Oxidation of M(5)			Single Protein		A8BRZ3	14	18	18	14	18	14	22	34	100.0	Confident
256	A0A644FB74	Ribosomal protein L10a (A0A644FB74_GIAIC)	GL50803_001345		24.57540540521956	89.86	11.98	71.28146090022345	Oxidation of M(M210)	Oxidation of M(1)			Related Proteins	E2RU33	A0A644FB74, E2RU33	3	5	5	3	5	3	3	6	100.0	Confident
257	A8BBA2	GPN-loop GTPase 3 (A8BBA2_GIAIC)	GL50803_8513		28.97635605446909	40.82	4.12	53.06372904064662					Single Protein		A8BBA2	1	1	1	1	1	1	1	1	100.0	Doubtful
258	A8BSD2	Phosphatase subunit gene g4-1 (A8BSD2_GIAIC)	GL50803_17157		51.65877341281785	56.29	3.09	25.18547139541138	Oxidation of M(M407)	Oxidation of M(1)			Single Protein		A8BSD2	1	2	2	1	2	1	1	2	100.0	Doubtful
259	D3KG44	Nudix hydrolase domain-containing protein (D3KG44_GIAIC)	GL50803_14603		37.396735571912856	78.61	4.52	29.603975148992323					Single Protein		D3KG44	1	6	6	1	6	1	1	8	100.0	Doubtful
260	A8BBC9	Cytosolic Fe-S cluster assembly factor NUBP1 homolog (A8BBC9_GIAIC)	GL50803_10969		36.738371252231246	67.55	3.83	44.0965135059032					Single Protein		A8BBC9	2	5	5	2	5	2	2	5	100.0	Confident
261	A0A644EYB1	ANK_REP_REGION domain-containing protein (A0A644EYB1_GIAIC)	GL50803_0014800		42.331420442507905	55.75	2.81	68.87455442826786	Oxidation of M(M53)	Oxidation of M(1)			Related Proteins	A8BCG5	A0A644EYB1, A8BCG5	1	3	3	1	3	1	2	6	100.0	Doubtful
262	A8BSI3	SER_THR_PHOSPHATASE domain-containing protein (A8BSI3_GIAIC)	GL50803_7588		47.277179269786956	67.46	18.9	145.93945611816596					Single Protein		A8BSI3	8	10	10	8	10	8	16	23	100.0	Confident
263	A0A644F0V8	Putative Nucleotidyl transferase (A0A644F0V8_GIAIC)	GL50803_0017393		36.43230206777361	67.18	5.83	25.880775820438075					Unrelated Proteins	A8BM08	A0A644F0V8, A8BM08	1	3	3	1	3	1	1	3	100.0	Doubtful
264	A8BSJ8	Ankyrin repeat protein 1 (A8BSJ8_GIAIC)	GL50803_88245		134.36034989043333	76.92	0.98	7.848495737174709					Single Protein		A8BSJ8	1	9	9	1	9	1	1	11	100.0	Doubtful
265	A8BBJ1	FAD-dependent glycerol-3-phosphate dehydrogenase (A8BBJ1_GIAIC)	GL50803_16125		118.77832403970385	65.17	9.63	64.67808704347347					Single Protein		A8BBJ1	10	15	15	10	15	10	16	24	100.0	Confident
266	A8BBI7	Ubiquitin carboxyl-terminal hydrolase (A8BBI7_GIAIC)	GL50803_14460		92.99685458684401	54.7	2.69	25.81110168093126					Single Protein		A8BBI7	4	10	10	4	10	4	4	10	100.0	Confident
267	A8BBI5	T-complex protein 1 subunit eta (A8BBI5_GIAIC)	GL50803_16124		64.71139757251473	88.07	3.7	21.270082985200368					Single Protein		A8BBI5	2	10	10	2	10	2	2	11	100.0	Confident
268	A8BCN0	Protein kinase domain-containing protein (A8BCN0_GIAIC)	GL50803_16587		34.086018508828666	71.01	3.58	31.83823742438797					Single Protein		A8BCN0	1	2	2	1	2	1	1	2	100.0	Doubtful
269	HBB_HUMAN				15.8572496933539	100.0	15.75	144.47145406614402					Single Protein		HBB_HUMAN	2	3	3	2	3	2	3	7	100.0	Confident
270	A8BU21	UBA-like domain-containing protein (A8BU21_GIAIC)	GL50803_12885		42.59567047923537	55.78	2.01	57.5913509724424					Single Protein		A8BU21	1	2	2	1	2	1	2	3	99.13644214162349	Doubtful
271	A8BTQ0	Phospholipase B-like (A8BTQ0_GIAIC)	GL50803_93548		62.74799449973198	47.43	13.05	145.1720068130454	Oxidation of M(M416, M430)	Oxidation of M(2)			Single Protein		A8BTQ0	11	15	15	11	15	11	17	23	100.0	Confident
272	A8BD27	Protein-ribulosamine 3-kinase (A8BD27_GIAIC)	GL50803_2969		31.164660668093674	53.63	2.77	37.16798642054103					Single Protein		A8BD27	1	2	2	1	2	1	1	2	100.0	Doubtful
273	A8BD37	Phosphorylase B kinase gamma catalytic chain (A8BD37_GIAIC)	GL50803_10698		85.23441950142443	58.83	1.3	59.207950297984645					Single Protein		A8BD37	1	8	8	1	8	1	5	12	100.0	Doubtful
274	A8BCR6	Cytosolic HSP70 (A8BCR6_GIAIC)	GL50803_88765		71.58845398085042	66.27	34.19	173.87468046626583	Oxidation of M(M123, M353, M527)	Oxidation of M(3)			Single Protein		A8BCR6	23	36	36	23	36	23	75	111	100.0	Confident
275	A8BCR3	Brix domain-containing protein (A8BCR3_GIAIC)	GL50803_16173		32.395876691686105	81.98	4.95	29.813190521070005					Single Protein		A8BCR3	1	6	6	1	6	1	1	7	100.0	Doubtful
276	A8BCR1	Ankyrin repeat protein 2 (A8BCR1_GIAIC)	GL50803_7021		54.9012488662147	73.71	3.31	19.759093483519464					Single Protein		A8BCR1	1	3	3	1	3	1	1	3	100.0	Doubtful
277	A8B313	Kelch repeat-containing protein (A8B313_GIAIC)	GL50803_14584		109.8759782146633	47.56	1.02	56.81570988190445					Single Protein		A8B313	1	4	4	1	4	1	4	8	100.0	Doubtful
278	A8BU40	RuvB-like helicase (A8BU40_GIAIC)	GL50803_17565		52.58387952524344	75.36	4.35	28.76295312771413	Oxidation of M(M38)	Oxidation of M(1)			Single Protein		A8BU40	2	4	4	2	4	2	2	4	100.0	Doubtful
279	A8BCS1	BRO1 domain-containing protein (A8BCS1_GIAIC)	GL50803_7031		109.19642097335746	75.58	12.56	37.00517078519549	Oxidation of M(M351, M475)	Oxidation of M(2)			Single Protein		A8BCS1	9	26	26	9	26	9	11	33	100.0	Confident
280	A8BD41	Putative Ubiquitin protein (A8BD41_GIAIC)	GL50803_15270		55.57126028458391	48.59	2.01	26.202276141188857					Single Protein		A8BD41	1	2	2	1	2	1	1	2	100.0	Doubtful
281	A8BU59	Tr-type G domain-containing protein (A8BU59_GIAIC)	GL50803_17570		99.56239362711469	74.5	23.05	52.38513806742629	Oxidation of M(M22, M362, M884)	Oxidation of M(3)			Single Protein		A8BU59	24	52	52	24	52	24	38	84	100.0	Confident
282	A8B2Q4	Ribosomal protein L21 (A8B2Q4_GIAIC)	GL50803_15520		18.245681483675778	100.0	6.29	53.06372904064662					Single Protein		A8B2Q4	1	5	5	1	5	1	1	5	100.0	Doubtful
283	A8B322	PX domain-containing protein (A8B322_GIAIC)	GL50803_42357		115.17148816122697	48.1	5.46	70.21468431985562	Oxidation of M(M253, M523)	Oxidation of M(2)			Single Protein		A8B322	7	23	23	7	23	7	11	38	100.0	Confident
284	A8BD53	Deacetylase sirtuin-type domain-containing protein (A8BD53_GIAIC)	GL50803_10708		74.54673596184807	54.85	1.47	16.132185310636352					Single Protein		A8BD53	1	3	3	1	3	1	1	3	100.0	Doubtful
285	A8BTU8	Protein kinase domain-containing protein (A8BTU8_GIAIC)	GL50803_137695		97.18767579939448	63.49	2.67	20.34678356301321					Single Protein		A8BTU8	2	9	9	2	9	2	2	10	100.0	Doubtful
286	REF_HEVBR				14.71268950229706	82.61	60.14	773.7435099025872					Single Protein		REF_HEVBR	10	12	12	10	12	10	53	74	100.0	Confident
287	A8BS79	40S ribosomal protein S3a (RS3A_GIAIC)	GL50803_16265		28.345867686064256	100.0	42.74	335.67125714207833	Oxidation of M(M225, M231)	Oxidation of M(2)			Related Proteins	A0A644F9A2	A0A644F9A2, A8BS79	15	24	24	15	24	15	32	45	100.0	Confident
288	A8B344	PX domain-containing protein (A8B344_GIAIC)	GL50803_16595		200.88454984606943	54.06	16.12	108.89023494038756	Oxidation of M(M1047, M1121, M1285, M1411, M1779)	Oxidation of M(5)			Single Protein		A8B344	32	71	71	32	71	32	81	145	100.0	Confident
289	A8B2S4	Protein kinase domain-containing protein (A8B2S4_GIAIC)	GL50803_14742		32.61535019921594	80.84	4.88	32.95755045883911					Single Protein		A8B2S4	1	5	5	1	5	1	1	5	100.0	Doubtful
290	A8BU75	Ribosomal protein L13a (A8BU75_GIAIC)	GL50803_11247		22.85797267667244	100.0	6.6	42.828085875445744					Single Protein		A8BU75	1	4	4	1	4	1	1	4	100.0	Doubtful
291	A8B343	PX domain-containing protein (A8B343_GIAIC)	GL50803_7723		80.6154505997998	74.22	7.41	67.33132469430114					Single Protein		A8B343	4	16	16	4	16	4	9	25	100.0	Confident
292	A8B353	Protein kinase domain-containing protein (A8B353_GIAIC)	GL50803_95593		42.33578103364344	78.99	5.85	33.65877493668675	Oxidation of M(M300)	Oxidation of M(1)			Single Protein		A8B353	2	8	8	2	8	2	2	10	99.12280701754386	Confident
293	A8B2T4	Uncharacterized protein (A8B2T4_GIAIC)	GL50803_87926		47.859538873158094	49.18	3.5	23.1789365864363					Single Protein		A8B2T4	1	4	4	1	4	1	1	6	84.31372549019608	Doubtful
294	A8BU80	Thioredoxin domain-containing protein (A8BU80_GIAIC)	GL50803_15383		27.63887652124432	59.35	9.35	51.445932423553735	Oxidation of M(M174)	Oxidation of M(1)			Single Protein		A8BU80	2	3	3	2	3	2	2	3	100.0	Confident
295	A8B2U2	Fructose-bisphosphate aldolase (A8B2U2_GIAIC)	GL50803_11043		35.19107645027319	69.35	36.22	126.76690907824424	Oxidation of M(M28, M35, M59, M222, M260, M262, M293)	Oxidation of M(7)			Single Protein		A8B2U2	18	32	32	18	32	18	23	42	100.0	Confident
296	A8B2X0	Seryl-tRNA synthetase (A8B2X0_GIAIC)	GL50803_101501		51.72262492956481	82.71	3.72	29.708214498108493					Single Protein		A8B2X0	2	8	8	2	8	2	2	10	100.0	Confident
297	A8B394	Glycylpeptide N-tetradecanoyltransferase (A8B394_GIAIC)	GL50803_5772		46.98777022002466	55.26	2.2	33.480686180407986					Single Protein		A8B394	1	6	6	1	6	1	1	7	100.0	Doubtful
298	A8B2X2	L-serine dehydratase (A8B2X2_GIAIC)	GL50803_15090		56.0005467093244	56.4	4.26	35.154720489428385					Single Protein		A8B2X2	2	4	4	2	4	2	2	4	100.0	Confident
299	A8B2Y8	Uncharacterized protein (A8B2Y8_GIAIC)	GL50803_15094		22.00025789078682	40.76	4.35	0.0	Oxidation of M(M152)	Oxidation of M(1)			Single Protein		A8B2Y8	1	6	6	1	6	1	0	14	82.6923076923077	Doubtful
300	A8B1Z3	Phosphoenolpyruvate carboxykinase (GTP) (A8B1Z3_GIAIC)	GL50803_10623		73.79714958838765	56.42	1.38	64.40559478979246					Single Protein		A8B1Z3	1	7	7	1	7	1	4	13	100.0	Doubtful
301	A8B1Y6	Coatomer beta subunit (A8B1Y6_GIAIC)	GL50803_88082		114.8053645754326	66.13	2.67	16.368335465977236					Single Protein		A8B1Y6	3	12	12	3	12	3	5	18	99.28443649373881	Confident
302	A8BTB7	Asparagine--tRNA ligase (A8BTB7_GIAIC)	GL50803_14375		62.39842915673947	72.26	1.82	19.002551615907233					Single Protein		A8BTB7	1	10	10	1	10	1	1	11	100.0	Doubtful
303	A8B2A9	Protein kinase domain-containing protein (A8B2A9_GIAIC)	GL50803_16802		32.84130852005603	83.16	11.68	53.15490383281267					Single Protein		A8B2A9	3	7	7	3	7	3	3	8	100.0	Confident
304	A0A644EYY1	NADH oxidase (A0A644EYY1_GIAIC)	GL50803_0033769		50.26330214123074	64.63	17.9	62.68152992926382	Oxidation of M(M378, M385)	Oxidation of M(2)			Related Proteins	A8BCS2	A0A644EYY1, A8BCS2	6	13	13	6	13	6	9	18	100.0	Confident
305	A0A644F6T0	TP6A_N domain-containing protein (A0A644F6T0_GIAIC)	GL50803_0015279		36.10957995459222	47.26	2.74	40.563139026263514					Related Proteins	E2RTV8	A0A644F6T0, E2RTV8	1	5	5	1	5	1	1	8	88.23529411764706	Doubtful
306	A8BCD1	Uncharacterized protein (A8BCD1_GIAIC)	GL50803_16678		34.33596488177534	45.09	3.37	48.76955443620122					Single Protein		A8BCD1	1	1	1	1	1	1	1	1	100.0	Doubtful
307	A8BTG2	M16C_associated domain-containing protein (A8BTG2_GIAIC)	GL50803_93551		128.42669716469538	66.02	3.0	16.385674804394583					Single Protein		A8BTG2	3	11	11	3	11	3	3	12	100.0	Confident
308	A8BCE5	Flagellar exit site protein (A8BCE5_GIAIC)	GL50803_8855		104.0253744327739	62.34	6.44	21.878468197098286	Oxidation of M(M31)	Oxidation of M(1)			Single Protein		A8BCE5	3	15	15	3	15	3	6	16	100.0	Confident
309	A8B2F3	Ribosomal protein L10e (A8B2F3_GIAIC)	GL50803_10341		38.33943645859748	80.77	9.17	52.08106739174575					Single Protein		A8B2F3	3	5	5	3	5	3	3	6	100.0	Confident
310	A8BCG1	Copine domain-containing protein (A8BCG1_GIAIC)	GL50803_8903		29.125559561084756	78.74	4.72	33.217058730168546					Single Protein		A8BCG1	1	4	4	1	4	1	1	4	100.0	Doubtful
311	ALBU_BOVIN				69.24844068501862	100.0	16.97	310.82559600048427					Single Protein		ALBU_BOVIN	15	31	28	13	28	13	94	143	100.0	Confident
312	A8B6M8	60S ribosomal protein L13 (A8B6M8_GIAIC)	GL50803_14622		26.5715225373825	84.62	15.38	173.99811151333242					Related Proteins	A0A644EZT7	A0A644EZT7, A8B6M8	4	10	10	4	10	4	6	22	100.0	Confident
313	A8BCJ6	Uncharacterized protein (A8BCJ6_GIAIC)	GL50803_22543		146.5624708280595	53.66	1.6	12.26327458933548					Single Protein		A8BCJ6	2	12	12	2	12	2	2	16	100.0	Doubtful
314	A8BCL1	Nitroreductase Fd-NR2 (A8BCL1_GIAIC)	GL50803_22677		28.533358357586277	61.74	10.98	88.3469415441132					Single Protein		A8BCL1	2	6	6	2	6	2	3	8	100.0	Doubtful
315	A8BTM8	Uncharacterized protein (A8BTM8_GIAIC)	GL50803_16844		34.51294230461972	82.72	10.8	73.78151213830648					Single Protein		A8BTM8	3	7	7	3	7	3	4	8	100.0	Confident
316	A8BCK3	Coiled-coil protein (A8BCK3_GIAIC)	GL50803_3409		103.8183990346617	94.56	1.11	9.374592130514236					Single Protein		A8BCK3	1	21	21	1	21	1	2	21	100.0	Doubtful
317	A8BUP8	TCP-1 chaperonin subunit zeta (A8BUP8_GIAIC)	GL50803_10231		60.902363128133956	74.78	4.83	24.669979290826934	Oxidation of M(M22)	Oxidation of M(1)			Single Protein		A8BUP8	2	8	8	2	8	2	2	11	100.0	Doubtful
318	A0A644F5Z8	Protein kinase domain-containing protein (A0A644F5Z8_GIAIC)	GL50803_00d101307		32.49608659290965	53.07	16.5	86.85283885623481	Oxidation of M(M108)	Oxidation of M(1)			Related Proteins	A8BJX2, A8BMM4	A0A644F5Z8, A8BJX2, A8BMM4	6	8	8	6	8	6	6	8	100.0	Confident
319	A8BE11	Uncharacterized protein (A8BE11_GIAIC)	GL50803_14235		37.671697297148455	90.18	6.85	41.76798473991491					Single Protein		A8BE11	2	9	9	2	9	2	2	10	100.0	Confident
320	A8BUQ4	Chaperone protein DnaJ (A8BUQ4_GIAIC)	GL50803_15148		67.3486313088601	76.87	3.26	25.464183855521565					Single Protein		A8BUQ4	2	8	8	2	8	2	2	9	100.0	Confident
321	A0A644F713	Plug_translocon domain-containing protein (A0A644F713_GIAIC)	GL50803_005744		51.9296327187019	43.43	4.66	54.258089501368566	Oxidation of M(M15)	Oxidation of M(1)			Related Proteins	A8BR91	A0A644F713, A8BR91	2	2	2	2	2	2	3	4	100.0	Confident
322	A8BDQ0	Coatomer beta' subunit (A8BDQ0_GIAIC)	GL50803_9593		109.14811884465203	57.33	2.29	16.101398697448115					Single Protein		A8BDQ0	2	8	8	2	8	2	2	8	99.11504424778761	Confident
323	A8BE38	Malate dehydrogenase (A8BE38_GIAIC)	GL50803_14285		61.46120240894898	63.73	3.23	45.55687320444283					Single Protein		A8BE38	2	6	6	2	6	2	3	8	100.0	Confident
324	A8BE31	Uncharacterized protein (A8BE31_GIAIC)	GL50803_16648		88.30916687517272	76.94	2.72	18.889103546558534					Single Protein		A8BE31	2	27	27	2	27	2	2	34	100.0	Confident
325	A8B3P4	Coiled-coil protein (A8B3P4_GIAIC)	GL50803_10167		132.9445093355254	78.4	15.29	37.04163914202816					Single Protein		A8B3P4	20	39	39	20	39	20	25	49	100.0	Confident
326	A8BV45	Cation_ATPase_N domain-containing protein (A8BV45_GIAIC)	GL50803_96670		147.87001063876963	61.12	3.82	16.290417279623902					Single Protein		A8BV45	4	12	12	4	12	4	4	12	100.0	Confident
327	A8BDS9	Glycine-rich protein (A8BDS9_GIAIC)	GL50803_13616		53.649798532208145	62.81	2.69	22.499021113234164					Single Protein		A8BDS9	1	5	5	1	5	1	1	5	100.0	Doubtful
328	A8BE44	CLASP N terminal domain-containing protein (A8BE44_GIAIC)	GL50803_6735		107.08086567836408	67.76	1.33	10.429088896740186					Single Protein		A8BE44	1	5	5	1	5	1	1	5	100.0	Doubtful
329	A8BV59	Protein geranylgeranyltransferase type II (A8BV59_GIAIC)	GL50803_17082		123.15056302245505	62.65	1.42	10.104350799356661					Single Protein		A8BV59	1	5	5	1	5	1	1	6	86.27450980392157	Doubtful
330	A0A644FAV9	Aminoacyl-histidine dipeptidase (A0A644FAV9_GIAIC)	GL50803_0015832		54.903203309072246	68.76	14.73	135.00594339217454	Oxidation of M(M363, M398)	Oxidation of M(2)			Related Proteins	A8BEJ1	A0A644FAV9, A8BEJ1	6	13	13	6	13	6	17	25	100.0	Confident
331	A8B433	Farnesyl diphosphate synthase (A8B433_GIAIC)	GL50803_6633		46.201689865316744	69.78	7.86	48.82600067976163					Single Protein		A8B433	4	6	6	4	6	4	4	6	100.0	Confident
332	A0A644F867	Vacuolar protein sorting 26 (A0A644F867_GIAIC)	GL50803_00100864		54.640903946748026	34.98	1.58	57.20090113534109					Related Proteins	A8BY01	A0A644F867, A8BY01	1	4	4	1	4	1	2	6	100.0	Doubtful
333	A8BE66	Radial spokehead-like protein (A8BE66_GIAIC)	GL50803_16720		95.98769277419741	75.6	3.1	16.372185480199505					Single Protein		A8BE66	2	9	9	2	9	2	2	9	100.0	Doubtful
334	A8BE60	J domain-containing protein (A8BE60_GIAIC)	GL50803_9751		39.63107782812406	77.81	10.09	57.28917413092033	Oxidation of M(M48)	Oxidation of M(1)			Single Protein		A8BE60	3	12	12	3	12	3	3	12	100.0	Confident
335	A8BV75	PlsC domain-containing protein (A8BV75_GIAIC)	GL50803_7126		48.61983287583612	67.22	2.83	23.371559328151832	Oxidation of M(M330)	Oxidation of M(1)			Single Protein		A8BV75	1	4	4	1	4	1	1	4	100.0	Doubtful
336	A8B3S4	BRO1 domain-containing protein (A8B3S4_GIAIC)	GL50803_103709		94.68734015307783	73.0	9.91	30.049835645987052					Single Protein		A8B3S4	7	15	15	7	15	7	7	23	100.0	Confident
337	A8BV70	Actin (A8BV70_GIAIC)	GL50803_40817		41.559740954687605	49.07	23.2	102.69385690380007					Single Protein		A8BV70	7	10	10	7	10	7	12	17	100.0	Confident
338	A8B440	ANK_REP_REGION domain-containing protein (A8B440_GIAIC)	GL50803_27925		87.55470157245493	82.7	19.97	116.64551740211623	Oxidation of M(M42, M406, M561)	Oxidation of M(3)			Single Protein		A8B440	16	27	27	16	27	16	40	70	100.0	Confident
339	A8BE76	Ribosomal protein L17 (A8BE76_GIAIC)	GL50803_98056		18.668977064860393	100.0	14.63	222.9323738353995					Single Protein		A8BE76	3	3	3	3	3	3	6	7	100.0	Confident
340	A8BDW4	TGc domain-containing protein (A8BDW4_GIAIC)	GL50803_16817		52.37552879294661	67.83	2.63	20.478477955006824					Single Protein		A8BDW4	1	3	3	1	3	1	1	4	100.0	Doubtful
341	A8BE83	High cysteine membrane protein Group 5 (A8BE83_GIAIC)	GL50803_16716		72.5365945196997	65.28	1.34	13.434925027807024					Single Protein		A8BE83	1	4	4	1	4	1	1	8	100.0	Doubtful
342	A8B3U7	Nucleotide-binding protein 1 (A8B3U7_GIAIC)	GL50803_14604		45.15145653054086	56.07	5.83	46.45068172777324					Single Protein		A8B3U7	3	5	5	3	5	3	3	6	100.0	Confident
343	A8B467	Uncharacterized protein (A8B467_GIAIC)	GL50803_6464		141.47966561208537	83.27	1.67	11.004955979299321					Single Protein		A8B467	2	14	14	2	14	2	2	14	100.0	Confident
344	CAS1_BOVIN				24.513426090790613	80.37	28.04	391.25685594546536					Single Protein		CAS1_BOVIN	7	9	9	7	9	7	19	40	100.0	Confident
345	A8BUY7	AAA family ATPase (A8BUY7_GIAIC)	GL50803_16867		96.29883673204348	76.67	13.68	43.05413187077862	Oxidation of M(M166, M535)	Oxidation of M(2)			Single Protein		A8BUY7	17	36	36	17	36	17	19	43	100.0	Confident
346	A8B470	Uncharacterized protein (A8B470_GIAIC)	GL50803_14213		32.95959853978007	92.0	3.0	28.123776391542705					Single Protein		A8B470	1	4	4	1	4	1	1	4	100.0	Doubtful
347	A8BDY5	ZipA (A8BDY5_GIAIC)	GL50803_16811		91.81992023196851	78.49	3.37	16.807037684188867	Oxidation of M(M366)	Oxidation of M(1)			Single Protein		A8BDY5	2	5	5	2	5	2	2	5	86.27450980392157	Doubtful
348	A8BDZ8	FYVE-type domain-containing protein (A8BDZ8_GIAIC)	GL50803_16653		103.05033537210511	39.8	2.02	54.28302428514676					Single Protein		A8BDZ8	2	3	3	2	3	2	5	7	100.0	Confident
349	A8B498	Pyruvate kinase (A8B498_GIAIC)	GL50803_17143		60.486829339886285	73.6	2.17	17.61405619512069	Oxidation of M(M100)	Oxidation of M(1)			Single Protein		A8B498	1	4	4	1	4	1	1	6	100.0	Doubtful
350	A8B491	Uncharacterized protein (A8B491_GIAIC)	GL50803_13988		114.86022080387598	81.88	0.79	8.985232073975308					Single Protein		A8B491	1	10	10	1	10	1	2	13	99.13644214162349	Doubtful
351	K1C15_SHEEP				48.74009619051495	72.63	11.48	235.96331722710838					Single Protein		K1C15_SHEEP	8	9	4	3	4	3	49	56	100.0	Confident
