	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
391	A0A644F037	SUN domain-containing protein (A0A644F037_GIAIC)	GL50803_0061270		92.38268616322591	68.91	1.42	15.874987085704348					Single Protein		A0A644F037	1	7	7	1	7	1	1	8	100.0	Doubtful
393	A8B9U2	Cation_ATPase_N domain-containing protein (A8B9U2_GIAIC)	GL50803_32658		120.1875757596937	69.41	1.1	13.588074180200723	Oxidation of M(M17)	Oxidation of M(1)			Single Protein		A8B9U2	1	4	4	1	4	1	1	4	100.0	Doubtful
395	A8B9W9	Uncharacterized protein (A8B9W9_GIAIC)	GL50803_9157		30.89293481533713	83.7	8.52	75.12521543433984	Oxidation of M(M1, M135)	Oxidation of M(2)			Single Protein		A8B9W9	2	4	4	2	4	2	3	4	100.0	Doubtful
396	A0A644F2W2	Outer-arm dynein gamma (Fragment) (A0A644F2W2_GIAIC)	GL50803_0016804A		258.8274253906289	70.44	0.62	6.115000427934739					Unrelated Proteins	A8B2B7	A0A644F2W2, A8B2B7	1	13	13	1	13	1	3	15	100.0	Doubtful
398	A8BLA6	DM10 domain-containing protein (A8BLA6_GIAIC)	GL50803_14135		43.092661949166825	54.01	7.75	64.84766860061417	Oxidation of M(M239)	Oxidation of M(1)			Single Protein		A8BLA6	3	5	5	3	5	3	3	5	100.0	Confident
401	A8B961	Uncharacterized protein (A8B961_GIAIC)	GL50803_15265		32.111230505003235	65.79	5.59	41.61347717686471					Related Proteins	A8BKF4	A8B961, A8BKF4	1	1	1	1	1	1	1	1	100.0	Doubtful
409	A8BKV3	Uncharacterized protein (A8BKV3_GIAIC)	GL50803_5883		62.525235026157816	84.34	1.42	42.632262870460266					Single Protein		A8BKV3	1	7	7	1	7	1	2	8	100.0	Doubtful
411	A0A644F3V1	Aspartyl-tRNA synthetase (A0A644F3V1_GIAIC)	GL50803_0010870		62.03132672379235	79.49	3.09	27.208812000257694					Related Proteins	A8BPC2	A0A644F3V1, A8BPC2	2	5	0	0	5	2	3	6	100.0	Confident
413	A8BKZ4	R-SNARE 3 (A8BKZ4_GIAIC)	GL50803_14469		26.328102836558084	70.71	15.48	86.82533034391857					Single Protein		A8BKZ4	3	5	5	3	5	3	3	5	100.0	Doubtful
415	E2RTP0	Kinase, AGC PKA (E2RTP0_GIAIC)	GL50803_11214		40.440804807084845	66.02	2.51	42.874491636769704					Single Protein		E2RTP0	1	4	4	1	4	1	1	4	100.0	Doubtful
416	E2RU10	EB1 (E2RU10_GIAIC)	GL50803_14048		27.19444981417099	76.05	7.98	54.680511072981645					Single Protein		E2RU10	1	6	6	1	6	1	1	6	100.0	Doubtful
418	E2RTP3	Fe-ADH domain-containing protein (E2RTP3_GIAIC)	GL50803_3593		44.79544447747681	54.3	10.57	117.9048520011167					Single Protein		E2RTP3	4	6	5	4	5	4	6	9	100.0	Confident
419	E2RU13	Fe-hydrogenase-1 (E2RU13_GIAIC)	GL50803_6304		52.139317351026314	70.89	2.53	51.44938996412364					Single Protein		E2RU13	1	5	5	1	5	1	2	7	100.0	Doubtful
421	E2RTR0	CCT-alpha (E2RTR0_GIAIC)	GL50803_91919		59.244345469901816	79.82	1.82	21.935786418812405					Single Protein		E2RTR0	1	7	7	1	7	1	3	7	97.2972972972973	Doubtful
422	E2RTR2	Alpha-1,4 glucan phosphorylase (E2RTR2_GIAIC)	GL50803_6226		104.7833767589119	55.95	4.65	33.916986297434086	Oxidation of M(M883)	Oxidation of M(1)			Single Protein		E2RTR2	5	10	10	5	10	5	6	11	100.0	Confident
428	E2RTQ4	t-SNARE coiled-coil homology domain-containing protein (E2RTQ4_GIAIC)	GL50803_7309		32.49485584090071	73.38	4.78	38.630941269990444					Single Protein		E2RTQ4	1	9	9	1	9	1	2	10	100.0	Doubtful
429	A8BML4	Hom_end_hint domain-containing protein (A8BML4_GIAIC)	GL50803_4149		49.53716719994029	70.0	0.0	0.0					Single Protein		A8BML4	0	6	6	0	6	0	2	6	89.1891891891892	Doubtful
434	E2RTN1	Regulator of nonsense transcripts 1-like protein (E2RTN1_GIAIC)	GL50803_13452		147.3899435425575	69.4	1.0	10.529177481029956					Single Protein		E2RTN1	1	11	11	1	11	1	1	11	94.5945945945946	Doubtful
436	E2RU95	PNP_UDP_1 domain-containing protein (E2RU95_GIAIC)	GL50803_9779		34.26122084403379	84.19	11.29	76.06764645233334					Single Protein		E2RU95	4	9	9	4	9	4	6	10	100.0	Confident
443	E2RTY6	Glucose-6-phosphate isomerase (E2RTY6_GIAIC)	GL50803_9115		64.45114942193918	69.52	1.71	23.77912981535126	Oxidation of M(M139)	Oxidation of M(1)			Single Protein		E2RTY6	1	5	5	1	5	1	1	5	100.0	Doubtful
446	E2RTT5	AP complex subunit sigma (E2RTT5_GIAIC)	GL50803_5328		16.831724844970687	65.96	7.09	243.41646864746673					Single Protein		E2RTT5	1	7	7	1	7	1	2	9	89.1891891891892	Doubtful
448	A8BM32	KRR1 small subunit processome component (A8BM32_GIAIC)	GL50803_12598		37.478319589472356	100.0	5.49	51.76310575658781	Oxidation of M(M115, M118)	Oxidation of M(2)			Single Protein		A8BM32	2	9	9	2	9	2	3	9	100.0	Doubtful
449	E2RU41	Isoleucyl-tRNA synthetase (E2RU41_GIAIC)	GL50803_104173		133.51716891498896	66.95	3.09	23.27835182647911					Single Protein		E2RU41	4	10	10	4	10	4	5	10	100.0	Confident
451	E2RU45	Vacuolar protein sorting 35 (E2RU45_GIAIC)	GL50803_23833		87.44788062066618	74.25	2.75	23.226126796389607					Single Protein		E2RU45	2	8	8	2	8	2	2	10	100.0	Doubtful
454	E2RTV5	Disc-associated protein (E2RTV5_GIAIC)	GL50803_16424		29.68384179986526	91.27	9.52	89.83226819132699					Single Protein		E2RTV5	2	8	8	2	8	2	4	10	100.0	Confident
455	A8BLT6	Serine/threonine-protein phosphatase (A8BLT6_GIAIC)	GL50803_14311		38.278030779890464	75.22	0.0	0.0					Single Protein		A8BLT6	0	7	6	0	6	0	1	7	89.1891891891892	Doubtful
458	E2RTU0	Mitogen-activated protein kinase (E2RTU0_GIAIC)	GL50803_17563		43.925709159326026	69.35	2.34	32.33961654887772	Oxidation of M(M299)	Oxidation of M(1)			Single Protein		E2RTU0	1	2	2	1	2	1	1	2	100.0	Doubtful
